"ID","StoreID","ProductID","Date","Day","Rainfall","Temp","GasPrice","InterestRate","Sales"
134,10,1,2015-05-14,5,2.41187113646448,25,52,2.58,22618
135,10,1,2015-05-15,6,2.65608839082315,37,29,11.28,58400
136,10,1,2015-05-16,7,1.3695883972724,31,55,3.46,29968
137,10,1,2015-05-17,1,2.50059652507026,29,47,8.52,27661
138,10,1,2015-05-18,2,2.09674251461184,33,52,2.63,51584
139,10,1,2015-05-19,3,1.23464665828948,34,52,4.16,14282
140,10,1,2015-05-20,4,1.19594274436546,43,58,13.58,22517
141,10,1,2015-05-21,5,1.57305705060372,26,45,12.23,58063
142,10,1,2015-05-22,6,1.56510334977742,30,48,5.74,54029
143,10,1,2015-05-23,7,2.91206966057356,32,36,3.89,51577
144,10,1,2015-05-24,1,2.30505589506983,38,56,6.85,21961
145,10,1,2015-05-25,2,1.46432395427401,40,54,8.55,30348
146,10,1,2015-05-26,3,1.7780082242279,40,31,10.07,31183
147,10,1,2015-05-27,4,1.06611858488531,34,38,13.71,51470
148,10,1,2015-05-28,5,2.92100822759878,42,49,3.34,55085
149,10,1,2015-05-29,6,2.51853978116264,26,55,11.26,34854
150,10,1,2015-05-30,7,1.5480228923621,37,44,11.46,19062
151,10,1,2015-05-31,1,1.63698716521477,26,32,7.23,14256
152,10,1,2015-06-01,2,2.92605952766608,28,27,3.18,10285
153,10,1,2015-06-02,3,1.41492107803303,27,33,13.04,50628
154,10,1,2015-06-03,4,2.28446978758253,37,42,9.88,45081
155,10,1,2015-06-04,5,1.31385540793222,27,28,6.09,35917
156,10,1,2015-06-05,6,2.94322922813822,28,29,14.49,28777
157,10,1,2015-06-06,7,1.35456525662619,41,45,11.15,10782
158,10,1,2015-06-07,1,1.15906562903456,30,51,7.72,57632
159,10,1,2015-06-08,2,1.5126537820357,35,44,8.29,11577
160,10,1,2015-06-09,3,1.90255271309468,39,55,6.6,49137
161,10,1,2015-06-10,4,2.76005473128557,30,32,8.5,20473
162,10,1,2015-06-11,5,1.92110223039734,37,26,10.73,18202
163,10,1,2015-06-12,6,1.40956784411013,36,25,13.49,19552
164,10,1,2015-06-13,7,2.2949632042077,40,30,5.84,11506
165,10,1,2015-06-14,1,2.68029920028173,28,54,14.46,20468
166,10,1,2015-06-15,2,1.68618434954632,29,49,4.97,54848
167,10,1,2015-06-16,3,2.40223741534947,27,46,8.2,12306
168,10,1,2015-06-17,4,2.68655913729169,36,38,6.72,32875
169,10,1,2015-06-18,5,1.68223630261288,36,49,13.48,41672
170,10,1,2015-06-19,6,2.05540464528636,38,33,10.95,45633
171,10,1,2015-06-20,7,1.37406481704443,30,46,8.39,40190
172,10,1,2015-06-21,1,2.42436806269555,44,28,11.07,40018
173,10,1,2015-06-22,2,1.77131979872819,25,55,14.8,20369
174,10,1,2015-06-23,3,2.22079549331985,25,31,6.72,36992
175,10,1,2015-06-24,4,1.15360800688672,42,33,12.79,13480
176,10,1,2015-06-25,5,1.29125575863197,28,36,8.49,59834
177,10,1,2015-06-26,6,2.9029284424072,31,57,3.83,13873
178,10,1,2015-06-27,7,2.59691565459213,31,43,9.19,33926
179,10,1,2015-06-28,1,2.01170162540751,41,55,4.05,31702
180,10,1,2015-06-29,2,1.13274139527684,38,52,9.98,28875
181,10,1,2015-06-30,3,1.00679946709331,37,54,5.2,43368
182,10,1,2015-07-01,4,2.11904585617632,26,27,3.05,15991
183,10,1,2015-07-02,5,2.751018261766,39,27,4.52,55303
184,10,1,2015-07-03,6,1.83101840440266,32,33,4.14,46015
185,10,1,2015-07-04,7,2.81019937058719,32,49,6.29,16607
186,10,1,2015-07-05,1,1.50548436752864,39,49,13,49665
187,10,1,2015-07-06,2,2.21857932830544,25,50,9.24,12322
188,10,1,2015-07-07,3,1.25706127241556,39,41,5.89,20470
189,10,1,2015-07-08,4,1.03580803428588,26,45,4.96,45901
190,10,1,2015-07-09,5,1.943470026005,44,55,11.28,34070
191,10,1,2015-07-10,6,2.98304146531635,41,26,4.28,38423
192,10,1,2015-07-11,7,2.78343941755107,43,31,2.8,42109
193,10,1,2015-07-12,1,1.14109500043964,44,43,12.77,37805
194,10,1,2015-07-13,2,2.13097462346732,37,50,8.86,45025
195,10,1,2015-07-14,3,1.25884359569793,42,37,5.91,22199
196,10,1,2015-07-15,4,1.45399396707001,25,51,9.4,18754
197,10,1,2015-07-16,5,2.77421720877744,35,27,14.46,43891
198,10,1,2015-07-17,6,2.59728725044689,31,57,7.5,37854
199,10,1,2015-07-18,7,1.45469683530491,32,37,7.14,54402
200,10,1,2015-07-19,1,2.72995282302557,43,52,5.58,14279
201,10,1,2015-07-20,2,2.01963539872413,31,31,4.94,38237
202,10,1,2015-07-21,3,1.36685677593254,35,58,12.21,54860
203,10,1,2015-07-22,4,1.95505769825639,32,25,6.85,37354
204,10,1,2015-07-23,5,2.55449293879266,42,50,10.88,52812
205,10,1,2015-07-24,6,1.65737443998359,26,43,8.14,20309
206,10,1,2015-07-25,7,1.5800357879843,36,53,10.42,29826
207,10,1,2015-07-26,1,2.07506247932386,41,43,5.75,34026
208,10,1,2015-07-27,2,1.20568880068116,36,27,8.04,20867
209,10,1,2015-07-28,3,2.0050143370527,26,57,4.95,59112
210,10,1,2015-07-29,4,2.05517457787052,39,29,5.46,28639
211,10,1,2015-07-30,5,2.09166463925415,43,55,3.48,39614
212,10,1,2015-07-31,6,1.13884170266184,38,56,8.61,30249
213,10,1,2015-08-01,7,2.31121886090804,33,34,13.06,34570
214,10,1,2015-08-02,1,1.14080245804114,43,36,14.94,31916
215,10,1,2015-08-03,2,2.6846259714131,36,27,10.19,23565
216,10,1,2015-08-04,3,1.39475226081252,39,38,5.29,54187
217,10,1,2015-08-05,4,1.02978299546208,30,53,8.96,19846
218,10,1,2015-08-06,5,1.94739509069063,42,38,14.35,46488
219,10,1,2015-08-07,6,2.95061898519054,26,32,3.27,20324
220,10,1,2015-08-08,7,1.27473456323192,29,52,4.13,49837
221,10,1,2015-08-09,1,1.04983526138449,35,48,6.59,21922
222,10,1,2015-08-10,2,1.68039236861524,29,32,11.23,26812
223,10,1,2015-08-11,3,2.76589906092867,35,57,2.94,34675
224,10,1,2015-08-12,4,2.95464488138011,31,48,2.83,13087
225,10,1,2015-08-13,5,2.67074549654186,41,56,3.17,51909
226,10,1,2015-08-14,6,1.53091248454328,29,26,2.89,55697
227,10,1,2015-08-15,7,1.56997743871171,32,26,5.4,25249
228,10,1,2015-08-16,1,2.54308589749085,26,32,7.9,22330
229,10,1,2015-08-17,2,2.92746560872523,35,27,4.87,25828
230,10,1,2015-08-18,3,1.16982620020415,37,46,10.64,45594
231,10,1,2015-08-19,4,2.37386325766144,44,41,12.4,50817
232,10,1,2015-08-20,5,2.47445249851035,41,37,5.81,30613
233,10,1,2015-08-21,6,1.85571707789202,38,59,8.47,54998
234,10,1,2015-08-22,7,1.75639128045814,32,55,13.13,22725
235,10,1,2015-08-23,1,2.54620706872256,33,28,14.37,55624
236,10,1,2015-08-24,2,1.12115360661012,37,58,10.2,16744
237,10,1,2015-08-25,3,1.12231022825425,44,55,2.61,13719
238,10,1,2015-08-26,4,1.75903263987426,25,50,4.76,30595
239,10,1,2015-08-27,5,2.18421484404957,33,51,3.92,27281
240,10,1,2015-08-28,6,1.59797229198783,28,46,11.25,55266
241,10,1,2015-08-29,7,1.12706099144985,37,46,12.08,41534
242,10,1,2015-08-30,1,1.57328496573303,36,44,13.72,54156
243,10,1,2015-08-31,2,2.37585826801729,31,53,7.44,24455
244,10,1,2015-09-01,3,2.30104235939381,31,57,10.65,58399
245,10,1,2015-09-02,4,1.48728831229839,28,57,14.21,11560
246,10,1,2015-09-03,5,2.92727410272164,35,34,11,57781
247,10,1,2015-09-04,6,2.71345469555499,41,54,12.67,58553
248,10,1,2015-09-05,7,2.56138245546816,41,27,14.29,53289
249,10,1,2015-09-06,1,2.28211950186917,29,54,5.8,45277
250,10,1,2015-09-07,2,1.84332102693705,34,50,11.57,43553
251,10,1,2015-09-08,3,1.10938630271828,26,25,11.75,48125
252,10,1,2015-09-09,4,2.12591268490196,34,53,5.89,24484
253,10,1,2015-09-10,5,1.6555016824828,36,35,14.17,54676
254,10,1,2015-09-11,6,2.58527919128104,32,26,13.06,42485
255,10,1,2015-09-12,7,2.21238505512671,31,43,6.74,51388
256,10,1,2015-09-13,1,1.20759805950861,39,27,6.42,18157
257,10,1,2015-09-14,2,2.0194278814224,37,36,11.48,41359
258,10,1,2015-09-15,3,2.73765900996975,40,57,11.75,18161
259,10,1,2015-09-16,4,2.34357563901839,40,52,12.53,12081
260,10,1,2015-09-17,5,2.82156708306692,37,30,13.35,38379
261,10,1,2015-09-18,6,1.92440638882482,34,38,5.45,29454
262,10,1,2015-09-19,7,1.59869389843344,39,42,5.16,54265
263,10,1,2015-09-20,1,2.78547404264503,34,39,8.31,38134
264,10,1,2015-09-21,2,2.68759827165851,25,35,3.91,27679
265,10,1,2015-09-22,3,1.93252772399382,27,59,14.04,10187
266,10,1,2015-09-23,4,2.55568415441477,26,32,8.81,41633
267,10,1,2015-09-24,5,1.51502987283566,40,25,6.14,21711
268,10,1,2015-09-25,6,1.78857750825472,39,26,11.51,52223
269,10,1,2015-09-26,7,2.25547588313297,25,47,13.32,51229
270,10,1,2015-09-27,1,1.77921948284369,44,32,14.15,10815
271,10,1,2015-09-28,2,2.63456895839226,28,26,9.32,40635
272,10,1,2015-09-29,3,2.09072905678457,39,27,7.61,22209
273,10,1,2015-09-30,4,2.17403325658262,26,53,11.1,16271
274,10,1,2015-10-01,5,2.72952256874817,42,38,13.62,39574
275,10,1,2015-10-02,6,2.63156050327219,25,58,11.69,12917
276,10,1,2015-10-03,7,1.32192989291783,42,52,13.1,52458
277,10,1,2015-10-04,1,1.98911579786597,37,58,12.05,47349
278,10,1,2015-10-05,2,2.35657414673081,35,45,5.26,46772
279,10,1,2015-10-06,3,2.43420363587692,28,37,13.91,10601
280,10,1,2015-10-07,4,1.34962384983172,28,25,8.5,48910
281,10,1,2015-10-08,5,2.53493674278447,25,46,6.39,47018
282,10,1,2015-10-09,6,1.012763891717,28,28,14.43,46590
283,10,1,2015-10-10,7,2.07358158139496,27,49,6.78,22710
284,10,1,2015-10-11,1,2.18993266283069,28,34,5.81,48355
285,10,1,2015-10-12,2,1.41383778966174,43,51,10.98,45258
286,10,1,2015-10-13,3,1.84162610269276,43,29,12.7,45909
287,10,1,2015-10-14,4,1.43833863812366,37,34,13.37,58406
288,10,1,2015-10-15,5,1.82256022847569,30,53,13.04,14282
289,10,1,2015-10-16,6,2.44741742253363,37,57,12.09,21318
290,10,1,2015-10-17,7,2.51533492221342,28,38,9.67,19363
291,10,1,2015-10-18,1,2.65040528522931,34,43,5.29,22621
292,10,1,2015-10-19,2,2.80831463814041,35,54,9.38,27741
293,10,1,2015-10-20,3,1.63041523699645,41,29,9.65,12260
294,10,1,2015-10-21,4,2.88223656274957,27,26,4.91,46397
295,10,1,2015-10-22,5,1.01242174242021,25,38,11.37,34650
296,10,1,2015-10-23,6,2.93345219137623,30,28,9.98,54604
297,10,1,2015-10-24,7,1.49686902998159,41,35,10.44,42332
298,10,1,2015-10-25,1,1.47524251873476,41,40,8.29,20526
299,10,1,2015-10-26,2,1.92019854945211,40,54,7.16,41961
300,10,1,2015-10-27,3,2.4906910291194,38,28,8.29,10522
301,10,1,2015-10-28,4,2.73222739314287,25,40,8.59,29729
302,10,1,2015-10-29,5,2.28904260948821,30,27,12.01,52325
303,10,1,2015-10-30,6,2.83585796852492,42,51,7.85,34802
304,10,1,2015-10-31,7,2.86932234066377,32,57,6.95,20786
305,10,1,2015-11-01,1,2.73425732623357,29,34,2.99,57753
306,10,1,2015-11-02,2,1.98581353654263,33,29,11.28,29536
307,10,1,2015-11-03,3,1.82622585183068,28,28,14.24,14653
308,10,1,2015-11-04,4,1.22023460962387,39,45,14.89,20383
309,10,1,2015-11-05,5,2.77589423858929,33,46,5.78,36944
310,10,1,2015-11-06,6,1.39761045075637,28,56,5.46,14810
311,10,1,2015-11-07,7,1.97240497587133,35,53,12.24,58422
312,10,1,2015-11-08,1,1.82273527800894,37,31,9.77,51832
313,10,1,2015-11-09,2,1.44579540383705,26,44,7.82,12641
314,10,1,2015-11-10,3,2.26810206203976,27,34,4.46,59336
315,10,1,2015-11-11,4,1.88388351245602,25,55,2.94,54740
316,10,1,2015-11-12,5,2.28622232996211,38,50,4.35,33422
317,10,1,2015-11-13,6,1.70509077574633,29,55,6.09,29012
318,10,1,2015-11-14,7,1.57071902854635,27,50,3.88,27776
319,10,1,2015-11-15,1,1.41621658222856,37,36,12.65,11843
320,10,1,2015-11-16,2,2.28677885761422,33,31,13.98,55081
321,10,1,2015-11-17,3,1.33919276476552,25,43,6.15,37281
322,10,1,2015-11-18,4,1.63383262003769,28,37,4.16,28821
323,10,1,2015-11-19,5,1.30375847023903,41,26,14.64,53415
324,10,1,2015-11-20,6,2.44249397163889,33,56,13.29,57405
325,10,1,2015-11-21,7,2.92946520491356,38,52,12.86,42576
326,10,1,2015-11-22,1,1.41791316981502,32,33,11.48,32062
327,10,1,2015-11-23,2,2.15698371907762,42,34,11.6,30469
328,10,1,2015-11-24,3,1.04679633245762,25,39,4.83,34775
329,10,1,2015-11-25,4,2.43969185383482,39,52,10.19,22034
330,10,1,2015-11-26,5,2.54731064875065,32,49,11,26304
331,10,1,2015-11-27,6,2.19451133530494,35,35,5.55,42082
332,10,1,2015-11-28,7,2.94874938766733,32,27,10.78,11023
333,10,1,2015-11-29,1,1.98984853641061,36,47,2.85,38159
334,10,1,2015-11-30,2,2.11461963282978,43,49,8.38,47473
335,10,1,2015-12-01,3,1.39037693052079,34,47,7.89,36924
336,10,1,2015-12-02,4,1.42378558814773,43,49,13.2,38350
337,10,1,2015-12-03,5,2.21895342941799,25,47,11.09,12089
338,10,1,2015-12-04,6,2.03832288308808,26,37,5.92,11773
339,10,1,2015-12-05,7,1.03698939465223,31,28,11.14,56455
340,10,1,2015-12-06,1,1.50663853141243,35,29,4.77,29145
341,10,1,2015-12-07,2,2.54422984849102,43,51,11.13,41117
342,10,1,2015-12-08,3,2.61458828975737,30,39,13.04,27654
343,10,1,2015-12-09,4,2.61251584365263,33,31,12.5,59634
344,10,1,2015-12-10,5,1.85843509074605,37,27,4.98,24477
345,10,1,2015-12-11,6,1.48338810554427,29,27,9.9,50311
346,10,1,2015-12-12,7,1.27782218077299,37,40,12.99,22910
347,10,1,2015-12-13,1,1.66308624428336,25,25,11.83,51904
348,10,1,2015-12-14,2,1.89120420262432,39,43,8.5,45558
349,10,1,2015-12-15,3,1.27790097345891,37,30,7.64,30624
350,10,1,2015-12-16,4,2.9709466404118,25,39,8.72,58803
351,10,1,2015-12-17,5,2.30798677567394,28,35,6.38,11004
352,10,1,2015-12-18,6,2.96522654547824,33,47,9.8,55368
353,10,1,2015-12-19,7,2.81075109075205,28,48,12.57,59226
354,10,1,2015-12-20,1,1.74061568423652,25,38,13.15,58358
355,10,1,2015-12-21,2,1.13318572649533,38,29,11.03,29291
356,10,1,2015-12-22,3,2.56794906955972,29,45,4.95,25930
357,10,1,2015-12-23,4,2.25052385181028,39,34,10.36,22250
358,10,1,2015-12-24,5,1.42055860376751,41,29,7.79,11166
359,10,1,2015-12-25,6,2.27684120309399,43,51,4.82,49675
360,10,1,2015-12-26,7,1.02708612828768,35,34,8.56,14091
361,10,1,2015-12-27,1,2.03897254951945,32,44,9.93,16816
362,10,1,2015-12-28,2,1.81158215995138,30,31,8.18,49057
363,10,1,2015-12-29,3,1.78950786414186,35,55,13.6,48558
364,10,1,2015-12-30,4,1.93195464208249,43,45,7.16,47553
365,10,1,2015-12-31,5,2.03830107896337,34,30,13.75,34319
366,10,2,2015-01-01,5,1.28890654114563,39,37,10.21,12536
367,10,2,2015-01-02,6,1.95192469177709,43,45,6.36,48691
368,10,2,2015-01-03,7,2.83889593912083,30,57,10.24,11947
369,10,2,2015-01-04,1,1.7724551061233,35,57,11.2,15521
370,10,2,2015-01-05,2,1.03142427459329,25,59,7.46,26407
371,10,2,2015-01-06,3,1.08546503400547,44,59,5.75,56411
372,10,2,2015-01-07,4,1.59515323621963,29,33,4.62,15757
373,10,2,2015-01-08,5,1.95700570196665,38,44,3.51,34287
374,10,2,2015-01-09,6,2.5119896971159,37,35,7.52,41664
375,10,2,2015-01-10,7,1.13468483923165,42,53,12.37,28573
376,10,2,2015-01-11,1,1.92780489302564,27,25,14.24,24538
377,10,2,2015-01-12,2,2.07387932336753,25,27,3.74,37071
378,10,2,2015-01-13,3,1.86871474555146,43,55,14.33,46533
379,10,2,2015-01-14,4,1.23096098169627,26,29,9.02,26166
380,10,2,2015-01-15,5,1.65867756891725,41,31,11.92,40752
381,10,2,2015-01-16,6,1.83150731617137,36,29,6.13,13524
382,10,2,2015-01-17,7,1.03315622915548,41,41,8.55,48920
383,10,2,2015-01-18,1,2.54138667798673,37,58,11.12,18295
384,10,2,2015-01-19,2,2.18028587246562,41,32,10.2,42683
385,10,2,2015-01-20,3,2.74031643004411,30,29,7.69,36188
386,10,2,2015-01-21,4,1.70802542168771,44,37,5.02,10876
387,10,2,2015-01-22,5,2.90296969068516,25,25,9.55,43304
388,10,2,2015-01-23,6,1.08051527045331,37,53,5.85,45830
389,10,2,2015-01-24,7,2.33573967320122,37,55,6.68,50622
390,10,2,2015-01-25,1,2.85846219155046,37,39,13.19,56014
391,10,2,2015-01-26,2,2.61564569574228,30,47,9.89,32814
392,10,2,2015-01-27,3,1.51987582651421,27,58,13.42,21892
393,10,2,2015-01-28,4,1.75873006620004,34,26,9.57,23907
394,10,2,2015-01-29,5,1.4260961529522,42,57,4.51,23382
395,10,2,2015-01-30,6,2.86451279145433,32,31,9.13,37395
396,10,2,2015-01-31,7,1.55675706760423,28,40,14.12,43115
397,10,2,2015-02-01,1,2.18750790576826,35,43,7.64,17656
398,10,2,2015-02-02,2,2.28704409642806,25,37,5.17,45185
399,10,2,2015-02-03,3,2.17542261295052,29,50,5.18,10456
400,10,2,2015-02-04,4,2.36140928309736,33,26,12.23,10007
401,10,2,2015-02-05,5,2.7216931138073,43,41,9.33,11307
402,10,2,2015-02-06,6,2.28967286529395,43,59,6.9,30717
403,10,2,2015-02-07,7,2.54669484986563,30,38,5.02,29683
404,10,2,2015-02-08,1,1.26452991528607,30,54,13.16,46802
405,10,2,2015-02-09,2,1.3601007913601,35,59,4.15,32926
406,10,2,2015-02-10,3,2.42217439936648,33,47,2.52,52323
407,10,2,2015-02-11,4,1.80284991720365,40,39,10.57,39232
408,10,2,2015-02-12,5,1.59247860530363,25,31,3.13,58934
409,10,2,2015-02-13,6,2.94247820959358,32,35,8.44,16889
